Job index,Operation index,Machine index,Grey processing time
1,1,7,"[14.2]:0.02 | [14.3]:0.27 | (14.3,14.8):0.09 | [14.8]:0.52 | (14.8,15.2]:0.09"
1,1,8,"[10.1]:0.23 | [10.2]:0.43 | (10.2,10.6):0.1 | [10.6]:0.23"
1,1,4,[4.6]:0.25 | [4.7]:0.45 | [4.8]:0.25 | [4.9]:0.05
1,1,5,"[17.8,18.1):0.07 | [18.1]:0.36 | (18.1,19.1):0.2 | [19.1]:0.36 | [19.2]:0.02"
1,2,3,[18.8]:0.58 | [18.9]:0.42
1,2,4,[4.9]:0.38 | [5.0]:0.62
1,3,8,"[17.5,18.8):0.21 | [18.8]:0.35 | (18.8,19.2):0.05 | [19.2]:0.35 | (19.2,19.5]:0.05"
1,3,7,[2.9]:0.83 | [3.0]:0.17
1,3,6,"[11.6,11.8):0.11 | [11.8]:0.39 | (11.8,12.0):0.06 | [12.0]:0.39 | [12.1]:0.06"
1,3,3,"[14.8,15.0):0.06 | [15.0]:0.36 | (15.0,15.7):0.17 | [15.7]:0.36 | (15.7,15.9]:0.06"
1,4,5,"[6.5,6.8):0.05 | [6.8]:0.52 | (6.8,7.2):0.05 | [7.2]:0.18 | (7.2,7.4):0.02 | [7.4]:0.18 | [7.5]:0.02"
1,4,2,[0.9]:0.22 | [1.0]:0.56 | [1.1]:0.22
1,4,7,[1.9]:0.04 | [2.0]:0.54 | [2.1]:0.38 | [2.2]:0.04
1,4,3,"[18.9]:0.18 | (18.9,19.1):0.02 | [19.1]:0.18 | (19.1,19.6):0.07 | [19.6]:0.52 | (19.6,19.8]:0.03"
1,5,5,[5.6]:0.03 | [5.7]:0.23 | [5.8]:0.23 | [5.9]:0.23 | [6.0]:0.23 | [6.1]:0.03
1,5,6,"[3.0,3.2):0.33 | [3.2]:0.67"
1,6,4,"[4.5,4.9):0.33 | [4.9]:0.58 | [5.0]:0.08"
1,6,5,[2.0]:0.75 | [2.1]:0.25
1,6,8,"[16.3,16.7):0.06 | [16.7]:0.52 | (16.7,19.5]:0.42"
1,7,5,[2.1]:1.0
1,8,1,"[16.3,16.7):0.09 | [16.7]:0.27 | (16.7,17.2):0.09 | [17.2]:0.27 | [17.3]:0.27"
1,9,5,"[9.8,10.5):0.15 | [10.5]:0.27 | (10.5,10.8):0.04 | [10.8]:0.27 | [10.9]:0.27"
1,9,2,[9.5]:0.62 | [9.6]:0.38
1,9,1,"[10.9]:0.01 | [11.0]:0.35 | (11.0,11.6):0.07 | [11.6]:0.35 | (11.6,13.1]:0.22"
1,9,8,"[5.0]:0.3 | [5.1]:0.3 | [5.2]:0.3 | (5.2,5.4]:0.1"
1,9,3,"[13.5,13.7):0.08 | [13.7]:0.38 | [13.8]:0.38 | (13.8,14.2]:0.17"
1,10,7,"[14.9,16.0):0.34 | [16.0]:0.53 | (16.0,16.4]:0.12"
1,10,6,[1.9]:0.5 | [2.0]:0.5
1,10,8,"[19.0,19.4):0.04 | [19.4]:0.21 | (19.4,19.6):0.01 | [19.6]:0.21 | (19.6,20.1):0.04 | [20.1]:0.21 | (20.1,20.3):0.01 | [20.3]:0.21 | (20.3,20.9]:0.06"
2,1,8,"[17.6]:0.02 | [17.7]:0.18 | (17.7,18.0):0.03 | [18.0]:0.18 | [18.1]:0.18 | (18.1,18.4):0.03 | [18.4]:0.18 | [18.5]:0.18 | [18.6]:0.02"
2,1,7,"[2.8]:0.78 | (2.8,3.0]:0.22"
2,1,6,"[9.9,11.2):0.41 | [11.2]:0.53 | (11.2,11.4]:0.06"
2,1,3,"[14.5]:0.3 | [14.6]:0.3 | (14.6,14.9):0.1 | [14.9]:0.3"
2,2,1,"[15.8]:0.17 | (15.8,16.0):0.01 | [16.0]:0.17 | (16.0,16.2):0.01 | [16.2]:0.17 | (16.2,17.5):0.08 | [17.5]:0.17 | (17.5,17.7):0.01 | [17.7]:0.17 | (17.7,18.1]:0.03"
2,3,2,[1.1]:1.0
2,3,4,"[12.6,12.8):0.03 | [12.8]:0.22 | (12.8,13.3):0.07 | [13.3]:0.42 | (13.3,13.5):0.02 | [13.5]:0.22 | (13.5,13.7]:0.03"
2,4,5,"[9.0,9.2):0.07 | [9.2]:0.54 | (9.2,10.3]:0.39"
2,4,2,"[10.3,10.5):0.07 | [10.5]:0.29 | [10.6]:0.29 | (10.6,10.9):0.07 | [10.9]:0.29"
2,4,1,"[11.2]:0.04 | [11.3]:0.38 | [11.4]:0.38 | (11.4,11.9]:0.21"
2,4,8,"[4.7]:0.03 | [4.8]:0.23 | (4.8,5.0):0.03 | [5.0]:0.23 | (5.0,5.2):0.03 | [5.2]:0.23 | (5.2,5.4):0.03 | [5.4]:0.23"
2,4,3,"[12.6,13.1):0.04 | [13.1]:0.41 | (13.1,13.3):0.01 | [13.3]:0.21 | (13.3,14.8):0.11 | [14.8]:0.21 | (14.8,15.0]:0.02"
2,5,4,[10.9]:0.06 | [11.0]:0.56 | [11.1]:0.31 | [11.2]:0.06
2,5,1,"[8.9]:0.2 | [9.0]:0.53 | (9.0,9.2):0.03 | [9.2]:0.2 | [9.3]:0.03"
2,5,2,"[16.3,16.5):0.02 | [16.5]:0.34 | (16.5,17.3):0.06 | [17.3]:0.18 | [17.4]:0.18 | (17.4,17.9):0.04 | [17.9]:0.18 | [18.0]:0.01"
2,5,6,"[16.3,17.2):0.1 | [17.2]:0.34 | (17.2,18.0):0.08 | [18.0]:0.34 | (18.0,19.2]:0.13"
2,5,3,[13.2]:0.62 | [13.3]:0.38
2,6,6,[15.8]:1.0
2,6,7,"[11.9]:0.27 | (11.9,12.7):0.12 | [12.7]:0.27 | (12.7,13.1):0.05 | [13.1]:0.27 | (13.1,13.3]:0.03"
2,7,7,"[14.5]:0.03 | [14.6]:0.28 | (14.6,14.8):0.03 | [14.8]:0.28 | [14.9]:0.28 | (14.9,15.2]:0.09"
2,7,8,[11.1]:0.39 | [11.2]:0.56 | [11.3]:0.06
2,7,4,[4.9]:0.21 | [5.0]:0.21 | [5.1]:0.54 | [5.2]:0.04
2,7,5,"[19.1,19.4):0.06 | [19.4]:0.27 | (19.4,19.6):0.02 | [19.6]:0.27 | (19.6,20.0):0.06 | [20.0]:0.27 | (20.0,20.3]:0.06"
2,8,5,"[6.7]:0.03 | [6.8]:0.28 | (6.8,7.3):0.1 | [7.3]:0.53 | (7.3,7.6]:0.08"
2,8,2,[1.0]:0.62 | [1.1]:0.38
2,8,7,[1.8]:0.17 | [1.9]:0.83
2,8,3,"[20.3]:0.08 | [20.4]:0.58 | (20.4,20.8]:0.33"
2,9,4,[9.9]:0.39 | [10.0]:0.39 | [10.1]:0.22
2,9,1,"[6.5]:0.27 | (6.5,6.7):0.02 | [6.7]:0.27 | (6.7,7.1):0.07 | [7.1]:0.27 | (7.1,7.4]:0.07"
2,9,6,"[12.6,12.8):0.04 | [12.8]:0.22 | [12.9]:0.22 | [13.0]:0.22 | (13.0,13.4):0.07 | [13.4]:0.22"
2,9,8,[3.0]:0.7 | [3.1]:0.3
2,10,7,[14.0]:0.03 | [14.1]:0.19 | [14.2]:0.19 | [14.3]:0.19 | [14.4]:0.36 | [14.5]:0.03
2,10,6,[2.1]:0.92 | [2.2]:0.08
2,10,8,"[19.1,19.8):0.39 | [19.8]:0.56 | [19.9]:0.06"
3,1,3,[2.8]:0.21 | [2.9]:0.21 | [3.0]:0.21 | [3.1]:0.38
3,1,5,"[4.9]:0.23 | [5.0]:0.43 | (5.0,5.2):0.03 | [5.2]:0.23 | (5.2,5.4]:0.07"
3,2,5,"[6.5,6.7):0.17 | [6.7]:0.58 | (6.7,7.0]:0.25"
3,2,2,[1.0]:0.38 | [1.1]:0.62
3,2,7,[1.8]:0.83 | [1.9]:0.17
3,2,3,[18.0]:1.0
3,3,3,"[17.1,18.2):0.24 | [18.2]:0.36 | [18.3]:0.36 | (18.3,18.5]:0.04"
3,3,4,"[4.7,4.9):0.04 | [4.9]:0.19 | (4.9,5.1):0.02 | [5.1]:0.19 | [5.2]:0.35 | [5.3]:0.19 | [5.4]:0.02"
3,4,5,[6.3]:0.27 | [6.4]:0.67 | [6.5]:0.07
3,4,6,[3.0]:0.62 | [3.1]:0.38
3,5,4,"[9.9,10.3):0.4 | [10.3]:0.6"
3,5,1,"[6.5]:0.07 | [6.6]:0.57 | (6.6,7.1]:0.36"
3,5,6,"[11.7,12.3):0.1 | [12.3]:0.35 | (12.3,12.6):0.03 | [12.6]:0.35 | (12.6,13.6]:0.17"
3,5,8,[2.8]:0.08 | [2.9]:0.42 | [3.0]:0.42 | [3.1]:0.08
3,6,7,"[14.7,16.1):0.47 | [16.1]:0.53"
3,6,6,[1.8]:0.05 | [1.9]:0.25 | [2.0]:0.45 | [2.1]:0.25
3,6,8,"[17.2,19.3):0.21 | [19.3]:0.34 | (19.3,19.6):0.02 | [19.6]:0.34 | (19.6,20.4]:0.08"
3,7,4,"[10.4]:0.54 | (10.4,11.6]:0.46"
3,7,1,"[8.8,9.0):0.13 | [9.0]:0.73 | (9.0,9.2]:0.13"
3,7,2,"[17.7]:0.29 | (17.7,18.0):0.07 | [18.0]:0.54 | (18.0,18.3]:0.11"
3,7,6,"[17.2,17.7):0.07 | [17.7]:0.26 | (17.7,17.9):0.01 | [17.9]:0.26 | (17.9,18.4):0.06 | [18.4]:0.26 | (18.4,18.8]:0.06"
3,7,3,[12.0]:0.12 | [12.1]:0.88
3,8,4,[5.3]:0.62 | [5.4]:0.38
3,8,5,[1.8]:0.58 | [1.9]:0.33 | [2.0]:0.08
3,8,8,"[16.2,17.6):0.1 | [17.6]:0.21 | (17.6,18.3):0.04 | [18.3]:0.41 | (18.3,18.7):0.02 | [18.7]:0.21 | (18.7,19.0]:0.02"
3,9,1,"[15.5,15.8):0.08 | [15.8]:0.36 | [15.9]:0.36 | (15.9,16.6]:0.19"
3,10,2,[0.9]:1.0
3,10,4,"[12.4,12.6):0.02 | [12.6]:0.18 | (12.6,13.2):0.06 | [13.2]:0.18 | (13.2,13.6):0.03 | [13.6]:0.18 | (13.6,13.8):0.01 | [13.8]:0.34"
4,1,3,"[16.2,16.4):0.04 | [16.4]:0.19 | [16.5]:0.35 | (16.5,16.7):0.02 | [16.7]:0.35 | (16.7,16.9]:0.04"
4,1,4,"[4.6,5.2):0.33 | [5.2]:0.56 | (5.2,5.4]:0.11"
4,2,3,[3.0]:0.62 | [3.1]:0.38
4,2,5,[4.9]:1.0
4,3,4,[10.9]:0.08 | [11.0]:0.92
4,3,1,"[8.6,8.8):0.04 | [8.8]:0.42 | (8.8,9.3):0.07 | [9.3]:0.22 | [9.4]:0.22 | (9.4,9.6]:0.04"
4,3,2,"[16.2,16.9):0.14 | [16.9]:0.35 | (16.9,17.1):0.02 | [17.1]:0.35 | (17.1,17.8]:0.14"
4,3,6,"[17.6,17.8):0.06 | [17.8]:0.69 | (17.8,18.7]:0.25"
4,3,3,[12.0]:0.42 | [12.1]:0.58
4,4,4,"[11.1]:0.19 | (11.1,11.3):0.02 | [11.3]:0.35 | [11.4]:0.19 | (11.4,11.7):0.04 | [11.7]:0.19 | (11.7,11.9]:0.04"
4,4,1,"[6.4]:0.21 | [6.5]:0.54 | (6.5,6.7):0.04 | [6.7]:0.21"
4,4,6,"[12.0]:0.21 | (12.0,12.7):0.07 | [12.7]:0.21 | (12.7,13.0):0.03 | [13.0]:0.21 | (13.0,13.2):0.01 | [13.2]:0.21 | (13.2,13.5]:0.04"
4,4,8,[3.0]:0.31 | [3.1]:0.31 | [3.2]:0.31 | [3.3]:0.06
4,5,6,[14.4]:0.38 | [14.5]:0.62
4,5,7,"[12.3,12.5):0.04 | [12.5]:0.19 | (12.5,12.7):0.02 | [12.7]:0.19 | [12.8]:0.35 | [12.9]:0.19 | [13.0]:0.02"
4,6,5,[6.6]:0.47 | [6.7]:0.27 | [6.8]:0.27
4,6,2,[1.0]:1.0
4,6,7,[2.1]:0.25 | [2.2]:0.75
4,6,3,"[17.1]:0.04 | [17.2]:0.29 | (17.2,17.5):0.08 | [17.5]:0.29 | [17.6]:0.29"
4,7,5,[2.0]:0.07 | [2.1]:0.47 | [2.2]:0.47
4,8,8,"[16.2]:0.27 | (16.2,16.9):0.1 | [16.9]:0.27 | (16.9,17.4):0.07 | [17.4]:0.27 | (17.4,17.6]:0.03"
4,8,7,"[2.7,3.0):0.25 | [3.0]:0.58 | (3.0,3.2]:0.17"
4,8,6,"[10.4,11.4):0.42 | [11.4]:0.54 | [11.5]:0.04"
4,8,3,"[15.0,16.7):0.4 | [16.7]:0.52 | (16.7,17.0]:0.07"
4,9,1,"[16.4]:0.24 | [16.5]:0.44 | (16.5,16.8):0.08 | [16.8]:0.24"
4,10,5,[5.5]:0.11 | [5.6]:0.78 | [5.7]:0.11
4,10,6,[2.7]:0.42 | [2.8]:0.58
5,1,6,[15.1]:0.25 | [15.2]:0.25 | [15.3]:0.45 | [15.4]:0.05
5,1,7,"[12.7]:0.02 | [12.8]:0.22 | (12.8,13.0):0.02 | [13.0]:0.22 | (13.0,13.4):0.07 | [13.4]:0.22 | [13.5]:0.22"
5,2,7,"[14.6,15.0):0.07 | [15.0]:0.22 | [15.1]:0.22 | [15.2]:0.22 | (15.2,15.5):0.03 | [15.5]:0.22 | (15.5,15.7]:0.03"
5,2,6,[1.9]:0.25 | [2.0]:0.75
5,2,8,"[18.1,18.6):0.08 | [18.6]:0.35 | (18.6,19.3):0.1 | [19.3]:0.35 | (19.3,20.1]:0.13"
5,3,5,"[1.8]:0.25 | (1.8,2.0):0.05 | [2.0]:0.65 | [2.1]:0.05"
5,4,7,"[14.2,14.7):0.23 | [14.7]:0.55 | (14.7,15.2]:0.23"
5,4,8,"[10.1]:0.18 | [10.2]:0.18 | (10.2,10.4):0.01 | [10.4]:0.35 | (10.4,10.8):0.04 | [10.8]:0.18 | (10.8,11.2]:0.06"
5,4,4,[4.6]:0.04 | [4.7]:0.54 | [4.8]:0.21 | [4.9]:0.21
5,4,5,"[19.9]:0.22 | (19.9,20.1):0.02 | [20.1]:0.22 | [20.2]:0.22 | (20.2,20.8):0.09 | [20.8]:0.22 | [20.9]:0.02"
5,5,4,"[11.2,11.4):0.33 | [11.4]:0.67"
5,5,1,"[8.9,9.1):0.25 | [9.1]:0.62 | [9.2]:0.12"
5,5,2,[18.4]:0.04 | [18.5]:0.21 | [18.6]:0.38 | [18.7]:0.38
5,5,6,"[16.2,16.4):0.01 | [16.4]:0.34 | (16.4,17.2):0.04 | [17.2]:0.17 | (17.2,17.5):0.01 | [17.5]:0.17 | (17.5,18.2):0.04 | [18.2]:0.17 | (18.2,18.9]:0.04"
5,5,3,"[12.6]:0.05 | [12.7]:0.55 | (12.7,13.6]:0.41"
5,6,5,[6.7]:1.0
5,6,2,[1.0]:1.0
5,6,7,[2.0]:1.0
5,6,3,[20.8]:0.1 | [20.9]:0.9
5,7,4,[5.1]:0.75 | [5.2]:0.25
5,7,5,[2.1]:1.0
5,7,8,"[17.1,18.2):0.18 | [18.2]:0.35 | (18.2,18.7):0.07 | [18.7]:0.35 | (18.7,19.0]:0.05"
5,8,5,[6.1]:0.5 | [6.2]:0.5
5,8,6,[2.7]:0.27 | [2.8]:0.47 | [2.9]:0.27
5,9,3,[3.1]:1.0
5,9,5,"[4.7,4.9):0.07 | [4.9]:0.53 | [5.0]:0.2 | [5.1]:0.2"
5,10,5,"[9.2,9.7):0.08 | [9.7]:0.27 | [9.8]:0.27 | [9.9]:0.27 | (9.9,10.6]:0.12"
5,10,2,"[9.4,9.8):0.08 | [9.8]:0.35 | (9.8,10.4):0.1 | [10.4]:0.35 | (10.4,11.0]:0.12"
5,10,1,"[12.1,12.3):0.05 | [12.3]:0.27 | (12.3,12.5):0.02 | [12.5]:0.27 | (12.5,12.8):0.05 | [12.8]:0.27 | (12.8,13.1]:0.07"
5,10,8,"[4.8,5.0):0.22 | [5.0]:0.78"
5,10,3,"[12.8]:0.01 | [12.9]:0.21 | (12.9,14.0):0.12 | [14.0]:0.21 | [14.1]:0.21 | [14.2]:0.21 | (14.2,14.4]:0.02"
6,1,2,[0.9]:1.0
6,1,4,"[12.9,13.1):0.07 | [13.1]:0.37 | (13.1,13.6):0.15 | [13.6]:0.37 | [13.7]:0.04"
